"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"F1001C01","Population at Each Census","1946","1946","26","Monaghan","1","Male","Number","30013"
"F1001C01","Population at Each Census","1946","1946","26","Monaghan","2","Female","Number","27202"
"F1001C01","Population at Each Census","1951","1951","-","State","-","Both sexes","Number","2960593"
"F1001C01","Population at Each Census","1951","1951","-","State","1","Male","Number","1506597"
"F1001C01","Population at Each Census","1951","1951","-","State","2","Female","Number","1453996"
"F1001C01","Population at Each Census","1951","1951","01","Carlow","-","Both sexes","Number","34162"
"F1001C01","Population at Each Census","1951","1951","01","Carlow","1","Male","Number","17848"
"F1001C01","Population at Each Census","1951","1951","01","Carlow","2","Female","Number","16314"
"F1001C01","Population at Each Census","1951","1951","02","Dublin","-","Both sexes","Number","693022"
"F1001C01","Population at Each Census","1951","1951","02","Dublin","1","Male","Number","326126"
"F1001C01","Population at Each Census","1951","1951","02","Dublin","2","Female","Number","366896"
"F1001C01","Population at Each Census","1951","1951","03","Kildare","-","Both sexes","Number","66437"
"F1001C01","Population at Each Census","1951","1951","03","Kildare","1","Male","Number","36364"
"F1001C01","Population at Each Census","1951","1951","03","Kildare","2","Female","Number","30073"
"F1001C01","Population at Each Census","1951","1951","04","Kilkenny","-","Both sexes","Number","65235"
"F1001C01","Population at Each Census","1951","1951","04","Kilkenny","1","Male","Number","34687"
"F1001C01","Population at Each Census","1951","1951","04","Kilkenny","2","Female","Number","30548"
"F1001C01","Population at Each Census","1951","1951","05","Laois","-","Both sexes","Number","48430"
"F1001C01","Population at Each Census","1951","1951","05","Laois","1","Male","Number","26154"
"F1001C01","Population at Each Census","1951","1951","05","Laois","2","Female","Number","22276"
"F1001C01","Population at Each Census","1951","1951","06","Longford","-","Both sexes","Number","34553"
"F1001C01","Population at Each Census","1951","1951","06","Longford","1","Male","Number","18388"
"F1001C01","Population at Each Census","1951","1951","06","Longford","2","Female","Number","16165"
"F1001C01","Population at Each Census","1951","1951","07","Louth","-","Both sexes","Number","68771"
"F1001C01","Population at Each Census","1951","1951","07","Louth","1","Male","Number","34886"
"F1001C01","Population at Each Census","1951","1951","07","Louth","2","Female","Number","33885"
"F1001C01","Population at Each Census","1951","1951","08","Meath","-","Both sexes","Number","66337"
"F1001C01","Population at Each Census","1951","1951","08","Meath","1","Male","Number","34980"
"F1001C01","Population at Each Census","1951","1951","08","Meath","2","Female","Number","31357"
"F1001C01","Population at Each Census","1951","1951","09","Offaly","-","Both sexes","Number","52544"
"F1001C01","Population at Each Census","1951","1951","09","Offaly","1","Male","Number","28306"
"F1001C01","Population at Each Census","1951","1951","09","Offaly","2","Female","Number","24238"
"F1001C01","Population at Each Census","1951","1951","10","Westmeath","-","Both sexes","Number","54463"
"F1001C01","Population at Each Census","1951","1951","10","Westmeath","1","Male","Number","28737"
"F1001C01","Population at Each Census","1951","1951","10","Westmeath","2","Female","Number","25726"
"F1001C01","Population at Each Census","1951","1951","11","Wexford","-","Both sexes","Number","90032"
"F1001C01","Population at Each Census","1951","1951","11","Wexford","1","Male","Number","45945"
"F1001C01","Population at Each Census","1951","1951","11","Wexford","2","Female","Number","44087"
"F1001C01","Population at Each Census","1951","1951","12","Wicklow","-","Both sexes","Number","62590"
"F1001C01","Population at Each Census","1951","1951","12","Wicklow","1","Male","Number","31587"
"F1001C01","Population at Each Census","1951","1951","12","Wicklow","2","Female","Number","31003"
"F1001C01","Population at Each Census","1951","1951","13","Clare","-","Both sexes","Number","81329"
"F1001C01","Population at Each Census","1951","1951","13","Clare","1","Male","Number","43473"
"F1001C01","Population at Each Census","1951","1951","13","Clare","2","Female","Number","37856"
"F1001C01","Population at Each Census","1951","1951","14","Cork","-","Both sexes","Number","341284"
"F1001C01","Population at Each Census","1951","1951","14","Cork","1","Male","Number","170865"
"F1001C01","Population at Each Census","1951","1951","14","Cork","2","Female","Number","170419"
"F1001C01","Population at Each Census","1951","1951","15","Kerry","-","Both sexes","Number","126644"
"F1001C01","Population at Each Census","1951","1951","15","Kerry","1","Male","Number","66507"
"F1001C01","Population at Each Census","1951","1951","15","Kerry","2","Female","Number","60137"
"F1001C01","Population at Each Census","1951","1951","16","Limerick","-","Both sexes","Number","141239"
"F1001C01","Population at Each Census","1951","1951","16","Limerick","1","Male","Number","71691"
"F1001C01","Population at Each Census","1951","1951","16","Limerick","2","Female","Number","69548"
"F1001C01","Population at Each Census","1951","1951","17","Tipperary","-","Both sexes","Number","133313"
"F1001C01","Population at Each Census","1951","1951","17","Tipperary","1","Male","Number","69866"
"F1001C01","Population at Each Census","1951","1951","17","Tipperary","2","Female","Number","63447"
"F1001C01","Population at Each Census","1951","1951","18","Waterford","-","Both sexes","Number","75061"
"F1001C01","Population at Each Census","1951","1951","18","Waterford","1","Male","Number","37963"
"F1001C01","Population at Each Census","1951","1951","18","Waterford","2","Female","Number","37098"
"F1001C01","Population at Each Census","1951","1951","19","Galway","-","Both sexes","Number","160204"
"F1001C01","Population at Each Census","1951","1951","19","Galway","1","Male","Number","85141"
"F1001C01","Population at Each Census","1951","1951","19","Galway","2","Female","Number","75063"
"F1001C01","Population at Each Census","1951","1951","20","Leitrim","-","Both sexes","Number","41209"
"F1001C01","Population at Each Census","1951","1951","20","Leitrim","1","Male","Number","22374"
"F1001C01","Population at Each Census","1951","1951","20","Leitrim","2","Female","Number","18835"
"F1001C01","Population at Each Census","1951","1951","21","Mayo","-","Both sexes","Number","141867"
"F1001C01","Population at Each Census","1951","1951","21","Mayo","1","Male","Number","73345"
"F1001C01","Population at Each Census","1951","1951","21","Mayo","2","Female","Number","68522"
"F1001C01","Population at Each Census","1951","1951","22","Roscommon","-","Both sexes","Number","68102"
"F1001C01","Population at Each Census","1951","1951","22","Roscommon","1","Male","Number","36626"
"F1001C01","Population at Each Census","1951","1951","22","Roscommon","2","Female","Number","31476"
"F1001C01","Population at Each Census","1951","1951","23","Sligo","-","Both sexes","Number","60513"
"F1001C01","Population at Each Census","1951","1951","23","Sligo","1","Male","Number","31469"
"F1001C01","Population at Each Census","1951","1951","23","Sligo","2","Female","Number","29044"
"F1001C01","Population at Each Census","1951","1951","24","Cavan","-","Both sexes","Number","66377"
"F1001C01","Population at Each Census","1951","1951","24","Cavan","1","Male","Number","36187"
"F1001C01","Population at Each Census","1951","1951","24","Cavan","2","Female","Number","30190"
"F1001C01","Population at Each Census","1951","1951","25","Donegal","-","Both sexes","Number","131530"
"F1001C01","Population at Each Census","1951","1951","25","Donegal","1","Male","Number","67964"
"F1001C01","Population at Each Census","1951","1951","25","Donegal","2","Female","Number","63566"
"F1001C01","Population at Each Census","1951","1951","26","Monaghan","-","Both sexes","Number","55345"
"F1001C01","Population at Each Census","1951","1951","26","Monaghan","1","Male","Number","29118"
"F1001C01","Population at Each Census","1951","1951","26","Monaghan","2","Female","Number","26227"
"F1001C01","Population at Each Census","1956","1956","-","State","-","Both sexes","Number","2898264"
"F1001C01","Population at Each Census","1956","1956","-","State","1","Male","Number","1462928"
"F1001C01","Population at Each Census","1956","1956","-","State","2","Female","Number","1435336"
"F1001C01","Population at Each Census","1956","1956","01","Carlow","-","Both sexes","Number","33888"
"F1001C01","Population at Each Census","1956","1956","01","Carlow","1","Male","Number","17666"
"F1001C01","Population at Each Census","1956","1956","01","Carlow","2","Female","Number","16222"
"F1001C01","Population at Each Census","1956","1956","02","Dublin","-","Both sexes","Number","705781"
"F1001C01","Population at Each Census","1956","1956","02","Dublin","1","Male","Number","329627"
"F1001C01","Population at Each Census","1956","1956","02","Dublin","2","Female","Number","376154"
"F1001C01","Population at Each Census","1956","1956","03","Kildare","-","Both sexes","Number","65915"
"F1001C01","Population at Each Census","1956","1956","03","Kildare","1","Male","Number","35069"
"F1001C01","Population at Each Census","1956","1956","03","Kildare","2","Female","Number","30846"
"F1001C01","Population at Each Census","1956","1956","04","Kilkenny","-","Both sexes","Number","64089"
"F1001C01","Population at Each Census","1956","1956","04","Kilkenny","1","Male","Number","33927"
"F1001C01","Population at Each Census","1956","1956","04","Kilkenny","2","Female","Number","30162"
"F1001C01","Population at Each Census","1956","1956","05","Laois","-","Both sexes","Number","47087"
"F1001C01","Population at Each Census","1956","1956","05","Laois","1","Male","Number","25233"
"F1001C01","Population at Each Census","1956","1956","05","Laois","2","Female","Number","21854"
"F1001C01","Population at Each Census","1956","1956","06","Longford","-","Both sexes","Number","32969"
"F1001C01","Population at Each Census","1956","1956","06","Longford","1","Male","Number","17477"
"F1001C01","Population at Each Census","1956","1956","06","Longford","2","Female","Number","15492"
"F1001C01","Population at Each Census","1956","1956","07","Louth","-","Both sexes","Number","69194"
"F1001C01","Population at Each Census","1956","1956","07","Louth","1","Male","Number","34788"
"F1001C01","Population at Each Census","1956","1956","07","Louth","2","Female","Number","34406"
"F1001C01","Population at Each Census","1956","1956","08","Meath","-","Both sexes","Number","66762"
"F1001C01","Population at Each Census","1956","1956","08","Meath","1","Male","Number","34830"
"F1001C01","Population at Each Census","1956","1956","08","Meath","2","Female","Number","31932"
"F1001C01","Population at Each Census","1956","1956","09","Offaly","-","Both sexes","Number","51970"
"F1001C01","Population at Each Census","1956","1956","09","Offaly","1","Male","Number","27591"
"F1001C01","Population at Each Census","1956","1956","09","Offaly","2","Female","Number","24379"
"F1001C01","Population at Each Census","1956","1956","10","Westmeath","-","Both sexes","Number","54122"
